"","statusesCount","followersCount","friendsCount","flag","logFollowersCount","logStatusesCount","logFriendsCount","cluster"
"313",583,152,376,2,5.02388052084628,6.36818718635049,5.92958914338989,5
"314",4,5,89,2,1.6094379124341,1.38629436111989,4.48863636973214,2
"315",25464,130535,126209,2,11.7793966690196,10.1450209689619,11.7456945419189,4
"316",29031,19209,3043,1,9.86313419818691,10.2761195035491,8.02059914989697,4
"317",11887,14266,9962,2,9.56563436283798,9.38320064498062,9.20653313363323,4
"318",1395,72,65,2,4.27666611901606,7.24064969425547,4.17438726989564,5
"319",3316,200,266,2,5.29831736654804,8.10651451625519,5.5834963087817,3
"320",10617,603,1996,2,6.40191719672719,9.27021176901357,7.59890045687141,3
"321",5347,389,295,1,5.96357934361845,8.58429093494873,5.68697535633982,3
"322",25801,92506,87277,2,11.4350287862617,10.1581685298485,11.3768422477806,4
"323",473,85,414,2,4.44265125649032,6.15909538849193,6.02586597382531,5
"324",4475,857,1726,2,6.75343791859778,8.40626163070896,7.45356187164337,3
"325",9524,566,180,2,6.33859407820318,9.16157020760675,5.19295685089021,3
"326",1779,443,839,2,6.09356977004514,7.48380668766583,6.73221070646721,5
"327",11614,410,1116,2,6.01615715969835,9.35996654593199,7.01750614294126,3
"328",40,101,904,2,4.61512051684126,3.68887945411394,6.80682936039218,2
"329",894,97,193,2,4.57471097850338,6.79570577517351,5.26269018890489,5
"330",16409,449,560,2,6.10702288774225,9.70558524377515,6.32793678372919,3
"331",1096,169,299,2,5.12989871492307,6.99942246750796,5.70044357339069,5
"332",2150,219,334,2,5.3890717298165,7.67322312112171,5.8111409929767,5
"333",17,8,36,2,2.07944154167984,2.83321334405622,3.58351893845611,2
"334",5479,240,232,2,5.48063892334199,8.60867788153842,5.44673737166631,3
"335",26085,717,387,2,6.57507584059962,10.1691157154565,5.95842469302978,3
"336",7535,171,678,1,5.14166355650266,8.9273141110606,6.5191472879404,3
"337",8,22,86,2,3.09104245335832,2.07944154167984,4.45434729625351,2
"338",4704,158,399,2,5.06259503302697,8.45616848957846,5.98896141688986,3
"339",1384,329,1008,2,5.79605775076537,7.23273313617761,6.91572344863131,5
"340",708,117,529,2,4.76217393479776,6.56244409369372,6.2709884318583,5
"341",1,11,16,2,2.39789527279837,0,2.77258872223978,2
"342",290,94,267,1,4.54329478227,5.66988092298052,5.58724865840025,5
"343",435,96,218,2,4.56434819146784,6.07534603108868,5.38449506278909,5
"344",4169,104,315,2,4.64439089914137,8.3354314778808,5.75257263882563,3
"345",60,57,181,2,4.04305126783455,4.0943445622221,5.19849703126583,2
"346",14914,510,804,2,6.23441072571837,9.61005564810374,6.68959926917897,3
"347",23339,611,324,2,6.4150969591716,10.0578810600212,5.78074351579233,3
"348",2978,2357,414,2,7.76514490293613,7.99900721324395,6.02586597382531,3
"349",247,95,195,2,4.55387689160054,5.50938833662798,5.27299955856375,5
"350",3770,326,475,2,5.78689738136671,8.23483028044206,6.16331480403464,3
"351",916,8,420,2,2.07944154167984,6.82001636467413,6.04025471127741,5
"352",328,57,780,2,4.04305126783455,5.79301360838414,6.65929391968364,5
"353",258,140,883,2,4.9416424226093,5.55295958492162,6.78332520060396,5
"354",57,417,1751,2,6.0330862217988,4.04305126783455,7.46794233228585,2
"355",2,11,888,2,2.39789527279837,0.693147180559945,6.78897174299217,2
